TimeStamp;1VE301(V);1IE301(A);1PE301(W);1VE302(V);1IE302(A);1PE302(W);1VE303(V);1IE303(A);1PE303(W)
2021_05_08 14:38:49;160,22;5,22;835,62;148,74;5,46;812,11;149,02;5,72;852,33
2021_05_08 14:38:54;159,42;5,23;833,34;148,41;5,46;810,65;148,21;5,77;855,86
2021_05_08 14:38:59;159,96;5,20;832,21;147,75;5,48;809,34;148,79;5,69;846,56
2021_05_08 14:39:04;160,20;5,19;830,91;148,18;5,45;808,00;149,35;5,68;848,14
2021_05_08 14:39:09;161,05;5,18;833,83;148,41;5,43;806,50;149,89;5,64;845,66
2021_05_08 14:39:14;159,09;5,22;829,84;149,20;5,42;808,70;149,81;5,68;850,35
2021_05_08 14:39:19;159,18;5,21;829,39;148,54;5,45;809,26;149,38;5,68;848,52
2021_05_08 14:39:24;160,13;5,21;834,38;148,37;5,46;809,70;148,83;5,71;849,11
2021_05_08 14:39:29;159,19;5,22;831,32;147,59;5,46;805,63;148,97;5,67;845,24
2021_05_08 14:39:34;160,18;5,17;828,07;148,34;5,44;806,69;149,38;5,66;845,34
2021_05_08 14:39:39;161,16;5,17;833,16;148,41;5,41;803,41;150,06;5,64;845,72
2021_05_08 14:39:44;160,18;5,18;830,23;146,51;5,48;802,86;149,54;5,67;847,54
2021_05_08 14:39:49;160,09;5,20;832,15;147,51;5,46;805,32;149,33;5,70;850,70
2021_05_08 14:39:54;159,31;5,19;826,55;147,56;5,44;802,81;146,99;5,73;842,76
2021_05_08 14:39:59;160,14;5,17;828,60;148,28;5,45;807,80;148,81;5,66;841,78
2021_05_08 14:40:04;160,37;5,15;825,55;148,36;5,42;804,05;149,35;5,64;841,62
2021_05_08 14:40:09;160,97;5,16;830,45;148,57;5,39;801,18;150,23;5,63;845,26
2021_05_08 14:40:14;159,44;5,18;825,31;149,16;5,40;806,06;149,41;5,65;843,86
2021_05_08 14:40:19;159,50;5,17;825,06;148,38;5,42;803,67;149,33;5,66;845,60
2021_05_08 14:40:24;159,54;5,17;824,63;148,11;5,44;805,34;148,46;5,66;840,46
2021_05_08 14:40:29;160,17;5,16;826,47;147,77;5,42;800,49;149,30;5,64;841,79
2021_05_08 14:40:34;160,64;5,13;823,88;148,39;5,41;802,28;149,42;5,61;838,37
2021_05_08 14:40:39;160,78;5,15;828,70;148,74;5,37;799,20;150,27;5,62;844,63
2021_05_08 14:40:44;160,20;5,16;826,73;148,99;5,40;804,22;149,32;5,64;841,59
2021_05_08 14:40:49;159,63;5,18;826,90;148,38;5,40;801,63;148,94;5,70;849,37
2021_05_08 14:40:54;159,73;5,15;823,16;148,02;5,42;802,63;146,90;5,66;831,88
2021_05_08 14:40:59;160,15;5,14;823,85;147,92;5,40;798,45;149,35;5,62;839,96
2021_05_08 14:41:04;160,80;5,12;823,31;148,35;5,38;798,83;148,18;5,69;842,92
2021_05_08 14:41:09;160,52;5,14;825,64;148,98;5,36;798,49;147,65;5,67;837,21
2021_05_08 14:41:14;160,16;5,15;824,85;148,75;5,39;801,32;148,36;5,66;839,26
2021_05_08 14:41:19;159,47;5,16;823,52;148,37;5,39;800,03;148,74;5,62;836,46
2021_05_08 14:41:24;159,96;5,14;821,96;147,77;5,41;799,42;148,97;5,65;841,65
2021_05_08 14:41:29;159,17;5,18;823,95;148,07;5,38;796,77;148,41;5,65;838,74
2021_05_08 14:41:34;161,01;5,11;822,91;148,37;5,37;796,17;147,98;5,68;840,47
2021_05_08 14:41:39;160,30;5,13;822,24;149,18;5,35;797,55;149,81;5,61;840,23
2021_05_08 14:41:44;160,17;5,14;823,45;148,58;5,37;798,35;149,35;5,62;839,02
2021_05_08 14:41:49;159,27;5,14;819,13;148,33;5,38;798,53;148,82;5,63;838,41
2021_05_08 14:41:54;157,88;4,93;778,75;147,58;5,39;795,15;148,91;5,60;834,15
2021_05_08 14:41:59;160,90;5,11;822,78;148,27;5,36;795,23;148,43;5,64;837,32
2021_05_08 14:42:04;160,11;5,12;819,89;148,39;5,34;792,75;147,78;5,66;836,86
2021_05_08 14:42:09;159,81;5,14;821,64;146,49;5,41;792,27;148,01;5,63;833,93
2021_05_08 14:42:14;159,75;5,14;821,85;148,52;5,37;798,17;147,27;5,68;836,12
2021_05_08 14:42:19;160,17;5,11;818,39;148,43;5,37;797,59;146,56;5,69;833,91
2021_05_08 14:42:24;160,62;5,08;815,91;148,44;5,37;797,28;147,06;5,66;832,81
2021_05_08 14:42:29;158,66;5,14;815,29;147,42;5,38;793,55;147,47;5,65;833,13
2021_05_08 14:42:34;159,61;5,13;819,10;148,60;5,32;790,52;150,15;5,55;833,40
2021_05_08 14:42:39;159,61;5,13;818,69;149,32;5,33;795,29;148,28;5,60;830,44
2021_05_08 14:42:44;159,57;5,13;819,08;148,35;5,34;792,50;148,40;5,60;830,48
2021_05_08 14:42:49;160,14;5,09;815,50;148,19;5,36;794,54;149,29;5,59;834,77
2021_05_08 14:42:54;160,82;5,07;815,00;147,69;5,34;789,33;148,41;5,61;832,23
2021_05_08 14:42:59;160,48;5,10;817,71;148,36;5,33;791,13;148,40;5,63;834,86
2021_05_08 14:43:04;160,13;5,10;817,15;148,71;5,30;788,00;150,30;5,55;833,93
2021_05_08 14:43:09;159,40;5,11;815,03;146,82;5,36;787,65;148,39;5,58;827,74
2021_05_08 14:43:14;159,93;5,09;813,89;148,00;5,35;792,47;148,49;5,58;827,82
2021_05_08 14:43:19;160,15;5,07;812,49;147,12;5,40;795,01;149,23;5,58;832,98
2021_05_08 14:43:24;161,05;5,06;814,96;147,87;5,33;787,75;148,42;5,59;830,12
2021_05_08 14:43:29;160,23;5,08;814,04;148,36;5,31;788,19;148,20;5,62;832,17
2021_05_08 14:43:34;160,18;5,09;815,71;148,96;5,28;787,19;147,65;5,60;826,88
2021_05_08 14:43:39;159,17;5,09;810,80;148,79;5,31;790,51;148,38;5,58;828,28
2021_05_08 14:43:44;160,13;5,07;812,62;148,35;5,31;788,35;148,69;5,55;825,59
2021_05_08 14:43:49;159,16;5,12;814,86;147,82;5,34;788,81;149,01;5,57;830,67
2021_05_08 14:43:54;161,13;5,06;814,88;148,05;5,31;785,73;148,41;5,58;828,18
2021_05_08 14:43:59;160,10;5,07;812,09;148,36;5,29;785,44;148,01;5,61;829,58
2021_05_08 14:44:04;160,02;5,09;814,10;149,15;5,27;786,59;147,82;5,58;824,73
2021_05_08 14:44:09;159,32;5,07;808,53;148,44;5,31;788,66;149,05;5,54;825,71
2021_05_08 14:44:14;160,11;5,06;810,37;147,52;5,31;783,45;148,65;5,57;827,81
2021_05_08 14:44:19;160,37;5,03;807,46;147,53;5,33;785,74;148,39;5,58;827,29
2021_05_08 14:44:24;160,92;5,05;812,64;147,52;5,34;787,94;150,08;5,50;824,80
2021_05_08 14:44:29;160,13;5,06;809,99;149,39;5,27;787,93;149,49;5,52;825,54
2021_05_08 14:44:34;159,83;5,08;811,95;148,44;5,28;784,51;149,34;5,56;830,25
2021_05_08 14:44:39;159,50;5,06;806,82;148,37;5,30;786,89;146,78;5,58;819,51
2021_05_08 14:44:44;160,14;5,05;808,78;147,71;5,29;781,31;149,03;5,51;821,80
2021_05_08 14:44:49;160,56;5,02;806,05;148,44;5,28;783,19;149,34;5,49;819,93
2021_05_08 14:44:54;160,71;5,04;810,55;148,69;5,24;779,70;150,27;5,49;824,89
2021_05_08 14:44:59;160,13;5,05;808,36;149,18;5,26;784,94;149,32;5,51;822,48
2021_05_08 14:45:04;159,62;5,07;808,83;147,80;5,28;780,25;149,29;5,53;825,10
2021_05_08 14:45:09;159,71;5,04;805,16;147,85;5,28;780,06;149,27;5,53;824,93
2021_05_08 14:45:14;159,15;5,07;807,42;147,84;5,27;779,05;148,36;5,54;821,74
2021_05_08 14:45:19;160,77;5,01;804,69;148,41;5,26;780,60;148,23;5,56;824,27
2021_05_08 14:45:24;160,51;5,03;807,68;148,93;5,23;778,28;147,53;5,55;818,69
2021_05_08 14:45:29;160,17;5,04;806,87;148,96;5,26;783,15;148,35;5,53;820,69
2021_05_08 14:45:34;159,45;5,05;805,23;147,95;5,26;778,55;148,59;5,50;817,74
2021_05_08 14:45:39;159,91;5,03;803,98;148,01;5,26;778,76;149,06;5,52;823,14
2021_05_08 14:45:44;160,16;5,01;802,96;148,02;5,25;777,63;148,39;5,53;820,27
2021_05_08 14:45:49;161,01;5,00;804,90;148,40;5,24;777,68;148,08;5,55;822,37
2021_05_08 14:45:54;160,30;5,02;804,64;149,14;5,21;777,40;147,74;5,53;816,85
2021_05_08 14:45:59;160,15;5,03;805,40;148,76;5,24;780,04;148,37;5,52;818,58
2021_05_08 14:46:04;159,21;5,03;801,28;148,15;5,25;777,77;148,78;5,49;816,20
2021_05_08 14:46:09;161,23;4,99;805,27;148,23;5,25;778,22;147,73;5,49;810,54
2021_05_08 14:46:14;161,22;4,99;804,92;147,73;5,27;778,71;149,34;5,47;816,74
2021_05_08 14:46:19;161,20;4,99;804,74;147,53;5,28;778,69;149,87;5,43;814,50
2021_05_08 14:46:24;160,11;5,01;801,74;149,33;5,21;777,42;149,73;5,47;818,70
2021_05_08 14:46:29;160,06;5,02;803,82;147,40;5,25;773,57;149,31;5,49;818,97
2021_05_08 14:46:34;159,25;5,01;798,43;147,67;5,24;774,31;147,46;5,55;818,04
2021_05_08 14:46:39;160,16;5,00;800,52;147,64;5,24;773,28;147,37;5,57;820,40
2021_05_08 14:46:44;160,34;4,97;797,37;148,42;5,22;774,80;149,34;5,45;813,23
2021_05_08 14:46:49;160,97;4,99;802,69;148,46;5,20;771,41;150,08;5,42;813,96
2021_05_08 14:46:54;160,12;4,99;799,46;149,40;5,20;777,10;148,14;5,48;811,69
2021_05_08 14:46:59;159,88;5,01;801,39;147,53;5,23;771,47;148,35;5,48;812,35
2021_05_08 14:47:04;159,47;4,99;796,19;147,63;5,22;771,23;149,16;5,46;814,40
2021_05_08 14:47:09;160,15;4,98;798,13;147,65;5,22;770,66;148,51;5,48;814,17
2021_05_08 14:47:14;160,53;4,95;795,16;148,41;5,20;772,42;148,40;5,49;815,36
2021_05_08 14:47:19;160,77;4,98;800,11;148,64;5,18;769,29;150,25;5,42;814,25
2021_05_08 14:47:24;160,17;4,98;797,55;149,25;5,19;774,98;149,33;5,44;812,37
2021_05_08 14:47:29;159,65;5,00;798,51;148,43;5,20;771,81;149,22;5,49;819,34
2021_05_08 14:47:34;159,66;4,98;794,39;148,18;5,22;773,97;149,24;5,50;820,22
2021_05_08 14:47:39;160,12;4,97;795,58;147,87;5,20;769,10;149,34;5,43;810,90
2021_05_08 14:47:44;160,73;4,94;794,02;148,45;5,19;770,16;149,45;5,40;806,81
2021_05_08 14:47:49;160,54;4,97;797,71;148,91;5,15;767,57;147,50;5,48;808,04
2021_05_08 14:47:54;160,15;4,97;796,27;148,98;5,18;772,23;148,35;5,46;810,20
2021_05_08 14:47:59;160,14;4,96;794,49;148,40;5,19;770,57;148,56;5,43;807,16
2021_05_08 14:48:04;160,21;4,94;791,31;147,98;5,21;770,74;149,15;5,45;812,48
2021_05_08 14:48:09;161,11;4,94;796,47;148,05;5,18;767,21;149,35;5,41;808,63
2021_05_08 14:48:14;160,15;4,96;793,65;147,52;5,22;769,46;149,62;5,38;805,19
2021_05_08 14:48:19;160,00;4,98;796,09;146,93;5,23;769,05;149,95;5,40;810,47
2021_05_08 14:48:24;159,34;4,96;790,35;147,19;5,21;766,24;149,31;5,42;808,70
2021_05_08 14:48:29;160,13;4,95;792,35;147,52;5,19;766,03;148,24;5,49;814,08
2021_05_08 14:48:34;160,39;4,92;789,36;148,21;5,18;767,15;147,60;5,42;799,43
2021_05_08 14:48:39;160,90;4,94;794,56;148,26;5,16;765,01;149,34;5,39;805,59
2021_05_08 14:48:44;160,12;4,94;791,51;148,61;5,14;764,19;147,82;5,47;808,41
2021_05_08 14:48:49;159,82;4,96;793,48;146,63;5,21;764,45;148,75;5,47;812,92
2021_05_08 14:48:54;159,79;4,96;793,11;148,73;5,16;767,81;147,30;5,48;806,47
2021_05_08 14:48:59;160,16;4,93;789,87;148,42;5,16;766,17;148,93;5,40;804,26
2021_05_08 14:49:04;160,59;4,90;787,37;145,61;5,23;761,78;146,91;5,46;802,45
2021_05_08 14:49:09;160,65;4,90;786,67;146,40;5,21;763,32;147,29;5,45;803,12
2021_05_08 14:49:14;160,14;4,93;789,63;146,44;5,20;760,79;149,35;5,37;802,07
2021_05_08 14:49:19;159,62;4,95;790,28;147,39;5,20;765,78;148,13;5,46;808,33
2021_05_08 14:49:24;159,73;4,92;786,62;148,58;5,16;766,08;147,29;5,46;804,72
2021_05_08 14:49:29;160,17;4,92;787,25;148,49;5,15;765,22;149,13;5,39;803,51
2021_05_08 14:49:34;158,56;4,97;788,21;148,45;5,15;765,02;147,10;5,44;800,08
2021_05_08 14:49:39;160,52;4,92;790,24;148,60;5,12;761,19;147,29;5,43;800,47
2021_05_08 14:49:44;159,86;4,92;786,94;147,29;5,19;764,03;149,90;5,38;805,88
2021_05_08 14:49:49;159,92;4,92;786,57;147,31;5,18;763,63;147,36;5,44;801,66
2021_05_08 14:49:54;159,38;4,94;787,44;146,47;5,19;760,48;147,29;5,45;803,25
2021_05_08 14:49:59;160,17;4,89;783,55;146,13;5,21;761,00;146,37;5,45;798,03
2021_05_08 14:50:04;160,98;4,88;785,91;148,30;5,14;762,92;147,26;5,44;800,39
2021_05_08 14:50:09;160,26;4,90;785,56;149,05;5,08;756,97;148,23;5,41;802,27
2021_05_08 14:50:14;160,18;4,91;786,78;148,24;5,07;752,29;148,52;5,38;799,15
2021_05_08 14:50:19;159,18;4,91;781,99;146,47;5,18;759,33;147,12;5,45;801,13
2021_05_08 14:50:24;159,18;4,93;784,36;145,85;5,20;758,00;146,83;5,42;796,46
2021_05_08 14:50:29;159,14;4,94;786,12;147,91;5,14;760,85;147,41;5,42;798,29
2021_05_08 14:50:34;161,12;4,88;785,52;148,58;5,09;756,07;147,95;5,38;795,96
2021_05_08 14:50:39;159,21;4,90;780,08;146,79;5,15;756,64;147,97;5,41;800,35
2021_05_08 14:50:44;159,23;4,90;779,96;146,73;5,17;758,29;147,43;5,41;798,00
2021_05_08 14:50:49;159,29;4,90;779,77;146,42;5,18;757,88;146,91;5,43;798,29
2021_05_08 14:50:54;160,16;4,88;781,87;148,40;5,11;757,61;147,05;5,41;794,84
2021_05_08 14:50:59;160,33;4,85;778,39;149,62;5,07;758,08;147,49;5,39;795,64
2021_05_08 14:51:04;160,93;4,87;783,66;149,37;5,07;756,98;148,16;5,37;795,44
2021_05_08 14:51:09;160,16;4,88;781,13;149,44;5,06;756,80;147,86;5,40;798,05
2021_05_08 14:51:14;159,89;4,90;782,95;147,63;5,10;752,58;147,42;5,40;796,64
2021_05_08 14:51:19;159,84;4,90;782,69;146,42;5,17;756,33;146,68;5,42;794,60
2021_05_08 14:51:24;159,18;4,90;780,52;148,52;5,10;756,99;147,22;5,39;793,88
2021_05_08 14:51:29;158,80;4,92;781,53;148,57;5,08;754,15;147,50;5,37;792,77
2021_05_08 14:51:34;158,62;4,90;777,45;148,61;5,05;750,72;148,38;5,36;795,87
2021_05_08 14:51:39;159,15;4,89;778,63;148,72;5,04;749,94;147,87;5,38;795,76
2021_05_08 14:51:44;159,61;4,87;776,91;147,76;5,08;750,51;147,39;5,39;795,09
2021_05_08 14:51:49;159,70;4,86;775,85;146,24;5,15;753,59;146,51;5,40;790,57
2021_05_08 14:51:54;160,18;4,85;776,87;148,37;5,09;754,97;147,45;5,38;792,73
2021_05_08 14:51:59;160,78;4,83;775,93;148,57;5,06;751,79;147,58;5,35;789,81
2021_05_08 14:52:04;158,76;4,88;774,74;148,84;5,03;748,68;147,52;5,35;789,06
2021_05_08 14:52:09;159,15;4,87;775,70;149,18;5,05;753,17;147,50;5,37;791,84
2021_05_08 14:52:14;159,87;4,85;776,13;149,49;5,02;749,74;147,38;5,39;793,77
2021_05_08 14:52:19;159,44;4,87;777,12;146,03;5,14;750,66;146,57;5,38;787,95
2021_05_08 14:52:24;160,16;4,83;773,61;148,15;5,08;752,62;147,43;5,36;790,62
2021_05_08 14:52:29;158,40;4,89;774,51;148,51;5,05;749,25;146,29;5,41;791,52
2021_05_08 14:52:34;158,97;4,87;774,20;148,97;5,02;747,51;150,25;5,27;792,36
2021_05_08 14:52:39;159,18;4,85;772,72;148,90;5,04;750,90;149,50;5,28;789,60
2021_05_08 14:52:44;160,06;4,85;775,84;148,51;5,05;749,42;149,23;5,30;791,65
2021_05_08 14:52:49;159,18;4,86;774,04;147,96;5,06;749,15;148,80;5,28;785,82
2021_05_08 14:52:54;160,11;4,81;770,17;148,08;5,04;746,02;148,51;5,31;788,97
2021_05_08 14:52:59;158,16;4,87;770,03;147,48;5,07;748,26;148,12;5,34;790,28
2021_05_08 14:53:04;160,12;4,84;774,96;146,84;5,09;746,99;147,94;5,31;785,92
2021_05_08 14:53:09;160,01;4,87;779,29;147,24;5,06;745,60;148,50;5,30;786,81
2021_05_08 14:53:14;159,21;4,83;769,19;147,71;5,05;746,20;150,01;5,19;779,11
2021_05_08 14:53:19;160,16;4,82;771,21;147,66;5,04;744,90;148,96;5,30;788,90
2021_05_08 14:53:24;160,32;4,79;768,11;147,63;5,05;746,17;149,51;5,25;784,63
2021_05_08 14:53:29;158,38;4,85;768,21;147,48;5,06;746,56;150,09;5,22;783,45
2021_05_08 14:53:34;159,93;4,83;772,72;146,69;5,06;742,51;149,79;5,25;786,50
2021_05_08 14:53:39;159,89;4,83;772,34;147,46;5,04;743,70;149,48;5,27;787,91
2021_05_08 14:53:44;159,45;4,81;767,13;147,55;5,03;741,63;147,42;5,32;784,61
2021_05_08 14:53:49;160,12;4,80;768,77;148,42;5,02;745,76;148,70;5,24;779,64
2021_05_08 14:53:54;158,83;4,85;771,00;147,49;5,04;743,10;149,52;5,22;781,22
2021_05_08 14:53:59;159,48;4,82;768,93;147,40;5,05;744,82;150,30;5,21;782,96
2021_05_08 14:54:04;159,46;4,82;768,11;146,68;5,04;739,70;149,59;5,23;783,11
2021_05_08 14:54:09;159,92;4,79;766,45;147,50;5,03;741,50;149,51;5,27;788,30
2021_05_08 14:54:14;160,18;4,78;765,19;147,70;5,00;739,02;146,83;5,29;776,47
2021_05_08 14:54:19;161,03;4,76;767,16;148,24;5,01;743,29;149,29;5,23;780,22
2021_05_08 14:54:24;160,31;4,79;767,19;147,44;5,02;740,65;149,51;5,20;777,53
2021_05_08 14:54:29;160,06;4,80;767,68;147,21;5,04;741,95;150,42;5,20;782,74
2021_05_08 14:54:34;160,11;4,79;767,61;146,85;5,02;737,31;149,41;5,22;780,13
2021_05_08 14:54:39;160,14;4,78;765,01;148,12;5,01;741,50;149,29;5,28;787,74
2021_05_08 14:54:44;159,18;4,82;767,14;149,82;4,90;734,80;148,52;5,23;776,49
2021_05_08 14:54:49;161,18;4,76;766,73;147,86;4,98;735,90;148,51;5,25;779,77
2021_05_08 14:54:54;159,19;4,79;761,85;147,46;5,01;738,57;148,37;5,27;781,77
2021_05_08 14:54:59;159,27;4,78;761,53;147,05;5,03;739,49;147,70;5,26;776,22
2021_05_08 14:55:04;159,29;4,78;760,96;147,00;5,00;735,55;148,48;5,24;778,09
2021_05_08 14:55:09;160,17;4,77;763,22;147,46;4,99;736,53;148,79;5,21;775,32
2021_05_08 14:55:14;160,36;4,74;759,61;148,02;4,97;735,89;149,18;5,23;779,98
2021_05_08 14:55:19;160,96;4,75;764,77;148,02;4,96;734,61;148,50;5,24;777,64
2021_05_08 14:55:24;160,17;4,76;762,04;148,41;4,95;734,55;148,18;5,26;779,25
2021_05_08 14:55:29;159,86;4,78;763,96;146,89;5,01;736,02;147,88;5,24;774,19
2021_05_08 14:55:34;159,49;4,76;758,77;148,75;4,96;738,13;148,47;5,22;775,61
2021_05_08 14:55:39;160,13;4,75;760,16;148,16;4,96;734,96;148,93;5,19;773,45
2021_05_08 14:55:44;160,54;4,72;757,61;148,20;4,96;734,96;148,98;5,22;777,36
2021_05_08 14:55:49;158,60;4,78;757,45;147,65;4,98;735,07;148,49;5,22;775,42
2021_05_08 14:55:54;159,72;4,77;761,61;148,40;4,93;731,14;147,98;5,24;775,99
2021_05_08 14:55:59;159,70;4,77;761,02;146,70;4,99;731,81;148,05;5,22;772,19
2021_05_08 14:56:04;159,64;4,77;761,27;147,36;4,97;732,17;148,49;5,20;772,46
2021_05_08 14:56:09;160,15;4,73;757,62;148,26;4,96;734,66;148,59;5,19;771,05
2021_05_08 14:56:14;160,76;4,70;756,24;148,39;4,93;731,87;148,47;5,22;775,09
2021_05_08 14:56:19;160,53;4,73;759,15;147,26;4,98;733,41;147,61;5,22;770,77
2021_05_08 14:56:24;160,15;4,74;758,56;146,76;4,97;728,70;148,42;5,20;771,44
2021_05_08 14:56:29;159,47;4,75;757,33;148,14;4,95;732,82;148,50;5,17;768,42
2021_05_08 14:56:34;159,87;4,72;755,02;148,14;4,94;732,48;149,43;5,18;773,64
2021_05_08 14:56:39;160,13;4,71;754,09;148,05;4,95;732,33;148,49;5,19;771,00
2021_05_08 14:56:44;160,94;4,69;755,56;148,43;4,91;729,28;148,37;5,21;772,97
2021_05_08 14:56:49;160,31;4,71;755,82;147,05;4,97;730,48;147,64;5,20;767,51
2021_05_08 14:56:54;159,98;4,73;756,14;146,91;4,95;726,66;148,45;5,18;769,46
2021_05_08 14:56:59;160,05;4,72;756,21;147,47;4,94;728,05;148,69;5,15;766,34
2021_05_08 14:57:04;160,08;4,71;753,69;147,95;4,91;726,78;149,21;5,17;771,57
2021_05_08 14:57:09;160,12;4,69;750,60;147,89;4,93;729,75;148,49;5,18;769,24
2021_05_08 14:57:14;161,23;4,69;755,40;147,42;4,94;728,02;148,23;5,20;770,63
2021_05_08 14:57:19;160,12;4,70;753,28;146,92;4,95;727,54;147,82;5,18;765,37
2021_05_08 14:57:24;160,08;4,72;755,09;148,77;4,90;729,24;148,48;5,16;766,29
2021_05_08 14:57:29;159,26;4,71;750,04;148,39;4,90;727,05;148,88;5,14;764,93
2021_05_08 14:57:34;160,15;4,69;751,71;147,73;4,91;725,89;149,03;5,16;769,04
2021_05_08 14:57:39;160,31;4,67;748,47;148,16;4,89;724,21;148,00;5,17;764,72
2021_05_08 14:57:44;161,02;4,68;753,53;148,39;4,87;723,19;148,00;5,17;764,92
2021_05_08 14:57:49;160,13;4,69;750,70;149,26;4,86;724,92;147,99;5,16;763,81
2021_05_08 14:57:54;159,92;4,71;752,93;148,57;4,88;725,14;148,49;5,15;764,39
2021_05_08 14:57:59;159,45;4,69;747,62;148,28;4,89;725,40;149,06;5,12;763,88
2021_05_08 14:58:04;160,16;4,68;749,43;148,32;4,89;725,57;148,80;5,15;766,59
2021_05_08 14:58:09;160,54;4,65;746,54;148,42;4,87;723,02;148,42;5,16;765,76
2021_05_08 14:58:14;160,79;4,67;750,83;148,48;4,85;720,26;147,72;5,18;764,50
2021_05_08 14:58:19;159,58;4,68;746,48;146,48;4,91;719,95;148,26;5,14;762,55
2021_05_08 14:58:24;159,63;4,68;746,34;148,42;4,88;724,92;147,41;5,19;764,46
2021_05_08 14:58:29;159,67;4,70;749,83;149,46;4,80;717,61;146,72;5,19;762,02
2021_05_08 14:58:34;159,13;4,70;747,79;150,36;4,81;723,12;148,57;5,15;765,46
2021_05_08 14:58:39;158,61;4,71;747,82;149,42;4,82;720,70;148,42;5,15;764,42
2021_05_08 14:58:44;158,75;4,69;744,98;149,25;4,84;722,71;147,55;5,15;760,28
2021_05_08 14:58:49;159,52;4,68;746,86;147,14;4,84;712,45;147,55;5,16;761,85
2021_05_08 14:58:54;159,51;4,68;746,22;149,44;4,81;718,73;148,44;5,11;758,43
2021_05_08 14:58:59;159,84;4,65;743,87;148,19;4,87;721,68;149,42;5,10;762,76
2021_05_08 14:59:04;160,16;4,64;743,39;148,09;4,87;721,49;148,52;5,12;760,64
2021_05_08 14:59:09;158,43;4,70;744,38;148,40;4,84;718,25;148,40;5,14;762,23
2021_05_08 14:59:14;158,94;4,68;743,52;147,12;4,89;719,87;150,39;5,06;761,72
2021_05_08 14:59:19;159,38;4,66;743,33;146,92;4,87;715,72;148,61;5,09;756,18
2021_05_08 14:59:24;159,31;4,66;742,60;147,45;4,87;717,49;148,66;5,09;756,03
2021_05_08 14:59:29;159,28;4,67;743,81;147,91;4,84;715,84;149,26;5,10;761,09
2021_05_08 14:59:34;160,12;4,62;739,76;149,95;4,79;718,71;148,43;5,11;758,42
2021_05_08 14:59:39;161,21;4,62;744,34;148,96;4,80;714,71;148,18;5,13;760,02
2021_05_08 14:59:44;160,14;4,63;741,93;146,92;4,88;716,93;147,80;5,11;755,35
2021_05_08 14:59:49;160,13;4,65;744,01;148,81;4,83;718,58;148,45;5,10;756,81
2021_05_08 14:59:54;159,19;4,64;738,87;148,07;4,82;714,42;148,82;5,07;754,16
2021_05_08 14:59:59;161,14;4,58;737,44;148,11;4,82;714,39;149,08;5,09;758,61
2021_05_08 15:00:04;159,13;4,64;737,93;148,15;4,81;713,09;148,46;5,09;756,40
2021_05_08 15:00:09;159,67;4,63;739,57;147,46;4,85;715,15;149,96;5,02;752,82
2021_05_08 15:00:14;160,21;4,61;738,06;146,75;4,86;713,17;149,93;5,05;757,18
2021_05_08 15:00:19;160,13;4,63;741,24;147,27;4,84;712,50;149,01;5,05;752,86
2021_05_08 15:00:24;159,66;4,63;739,69;147,47;4,82;711,40;149,04;5,05;753,08
2021_05_08 15:00:29;159,10;4,65;739,57;148,27;4,82;714,03;148,87;5,08;756,05
2021_05_08 15:00:34;159,34;4,62;736,73;147,55;4,83;713,03;148,53;5,08;754,66
2021_05_08 15:00:39;159,67;4,61;736,74;148,41;4,78;709,35;147,85;5,10;753,97
2021_05_08 15:00:44;160,41;4,59;737,05;146,58;4,84;709,43;148,16;5,07;751,50
2021_05_08 15:00:49;159,92;4,62;738,39;148,44;4,81;713,84;148,44;5,06;751,03
2021_05_08 15:00:54;160,73;4,57;734,65;148,39;4,81;713,41;149,21;5,04;752,34
2021_05_08 15:00:59;158,90;4,63;735,98;148,37;4,81;713,23;148,65;5,07;752,97
2021_05_08 15:01:04;159,52;4,61;735,41;147,45;4,82;710,48;148,51;5,07;753,45
2021_05_08 15:01:09;159,69;4,59;733,58;147,32;4,83;711,84;147,69;5,08;750,01
2021_05_08 15:01:14;160,65;4,59;737,17;149,27;4,77;712,00;148,33;5,06;750,20
2021_05_08 15:01:19;159,71;4,60;735,22;147,63;4,79;706,79;148,52;5,04;748,15
2021_05_08 15:01:24;159,70;4,62;737,11;147,66;4,79;706,54;149,44;5,04;752,49
2021_05_08 15:01:29;158,74;4,61;731,97;147,69;4,78;706,02;148,52;5,05;749,83
2021_05_08 15:01:34;159,68;4,60;734,09;147,44;4,80;708,12;148,48;5,06;751,72
2021_05_08 15:01:39;159,74;4,58;731,07;147,14;4,82;709,13;147,60;5,06;746,44
2021_05_08 15:01:44;160,61;4,58;735,77;149,05;4,76;710,00;148,45;5,04;748,45
2021_05_08 15:01:49;159,68;4,59;733,15;149,45;4,72;705,75;148,53;5,02;745,39
2021_05_08 15:01:54;159,51;4,61;734,60;148,01;4,78;708,18;149,32;5,02;750,27
2021_05_08 15:01:59;158,94;4,59;730,10;147,96;4,79;708,07;148,47;5,03;747,14
2021_05_08 15:02:04;159,66;4,58;731,58;148,96;4,75;707,18;148,20;5,05;748,96
2021_05_08 15:02:09;160,00;4,56;729,02;149,22;4,70;701,07;142,82;4,85;692,14
2021_05_08 15:02:14;160,40;4,57;733,48;148,18;4,76;705,21;148,97;5,00;744,21
2021_05_08 15:02:19;159,68;4,58;730,91;148,23;4,76;705,22;148,99;4,99;743,22
2021_05_08 15:02:24;159,34;4,60;732,21;147,59;4,77;704,68;148,48;5,02;745,75
